Title,Year,Duration,Rated,IMDB Rating,Number of Ratings,Description,Genre,Runtime,Director,Writer,Actors,Rating,Awards,Descrption,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical drama,horror,music,musical,mystery,noir,romance,romantic comedy,science fiction,sport,thriller,war,western,dark_comedy,historical_drama,romantic_comedy,science_fiction
Sin City: A Dame to Kill For,2014,1h 42m,R,6.5,173K,"1h 42m
R
6.5
 (173K)
Rate
46
Metascore
Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.",,,,,,,,,0.95,0.2,0.0,0.8,0.0,0.1,0.9,0.6,0.0,0.75,0.05,0.0,0.0,1.0,0.0,0.0,0.2,0.15,0.0,0.85,0.95,0.15,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Wall Street,1987,2h 6m,R,7.3,168K,"2h 6m
R
7.3
 (168K)
Rate
56
Metascore
An impatient young stockbroker is willing to do anything to get to the top, including trading on illegal inside information taken through a ruthless, greedy corporate raider who takes the youth under his wing.",,,,,,,,,0.05,0.0,0.0,0.1,0.2,0.1,0.7,0.2,0.0,0.9,0.05,0.0,0.0,1.0,0.1,0.1,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Monster House,2006,1h 31m,PG,6.7,144K,"1h 31m
PG
6.7
 (144K)
Rate
68
Metascore
Three teens discover that their neighbor's house is really a living, breathing, scary monster.",,,,,,,,,0.6,0.85,0.95,0.1,0.0,0.7,0.0,0.55,0.0,0.5,0.05,0.9,0.2,1.0,0.0,0.0,0.3,0.15,0.1,0.65,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.05
Megan Is Missing,2011,1h 25m,R,4.6,17K,"1h 25m
Not Rated
4.6
 (17K)
Rate
Two teenage girls encounter an Internet child predator.",,,,,,,,,0.1,0.05,0.0,0.05,0.0,0.0,0.15,0.0,0.0,0.7,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
The Ten Commandments,1956,3h 40m,G,7.9,79K,"3h 40m
G
7.9
 (79K)
Rate
Moses, raised as a prince of Egypt in the Pharaoh's household, learns of his true heritage as a Hebrew and his divine mission as the deliverer of his people from slavery.",,,,,,,,,0.6,0.7,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.8,0.95,0.6,0.3,1.0,0.9,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.95,0.0,0.0
The Insider,1999,2h 37m,R,7.8,184K,"2h 37m
R
7.8
 (184K)
Rate
85
Metascore
A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes expos̩ on Big Tobacco.",,,,,,,,,0.05,0.01,0.0,0.05,0.95,0.02,0.03,0.0,0.01,0.9,0.01,0.01,0.0,0.9,0.1,0.0,0.01,0.01,0.0,0.05,0.01,0.01,0.0,0.0,0.0,0.1,0.0,0.0,0.01,0.2,0.0,0.0
Ambulance,2022,2h 16m,R,6.1,105K,"2h 16m
R
6.1
 (105K)
Rate
55
Metascore
Two robbers steal an ambulance after their heist goes awry.",,,,,,,,,0.95,0.2,0.0,0.05,0.0,0.05,0.8,0.0,0.0,0.75,0.1,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0
Dick Tracy,1990,1h 45m,PG,6.2,67K,"1h 45m
PG
6.2
 (67K)
Rate
68
Metascore
The comic strip detective finds his life vastly complicated when Breathless Mahoney makes advances towards him while he is trying to battle Big Boy Caprice's united mob.",,,,,,,,,0.95,0.7,0.0,0.2,0.0,0.6,0.9,0.65,0.0,0.8,0.1,0.15,0.0,1.0,0.05,0.0,0.0,0.1,0.15,0.85,0.9,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Pinocchio,2022,1h 45m,PG,5.1,43K,"1h 45m
PG
5.1
 (43K)
Rate
38
Metascore
A puppet is brought to life by a fairy, who assigns him to lead a virtuous life in order to become a real boy.",,,,,,,,,0.05,0.3,0.95,0.6,0.1,0.25,0.0,0.0,0.0,0.7,0.05,0.9,0.7,1.0,0.1,0.0,0.0,0.35,0.2,0.1,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.15,0.1,0.0,0.0
Minions: The Rise of Gru,2022,1h 27m,R,6.5,94K,"1h 27m
PG
6.5
 (94K)
Rate
56
Metascore
The untold story of one twelve-year-old's dream to become the world's greatest supervillain.",,,,,,,,,0.6,0.75,0.95,0.1,0.15,0.85,0.2,0.7,0.0,0.3,0.15,0.9,0.5,0.95,0.35,0.1,0.05,0.4,0.25,0.1,0.0,0.05,0.1,0.2,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
She Said,2022,2h 9m,R,7.3,43K,"2h 9m
R
7.3
 (43K)
Rate
74
Metascore
Jodi Kantor and Megan Twohey's quest to break the Harvey Weinstein scandal.",,,,,,,,,0.0,0.0,0.0,0.05,0.85,0.0,0.1,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.7,0.8,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Good Luck Chuck,2007,1h 36m,G,5.6,96K,"1h 36m
R
5.6
 (96K)
Rate
19
Metascore
In order to keep the woman of his dreams from falling for another guy, Charlie Logan has to break the curse that has made him wildly popular with single women: Sleep with Charlie once, and the next man you meet will be your true love.",,,,,,,,,0.01,0.01,0.0,0.05,0.0,0.9,0.0,0.7,0.0,0.65,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.85,0.95,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Hot Summer Nights,2017,1h 47m,R,6.4,25K,", a sheltered teenage boy comes of age during a wild summer he spends on Cape Cod getting rich from selling pot to gangsters, falling in love for the first time, partying and eventually realizing that he is in over his head.",,,,,,,,,0.05,0.1,0.0,0.15,0.0,0.7,0.0,0.2,0.0,0.5,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.2,0.05,0.0,0.0,0.4,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.6,0.0
The Cannonball Run,1981,1h 35m,R,6.2,41K,"1h 35m
PG
6.2
 (41K)
Rate
28
Metascore
A wide variety of eccentric competitors participate in a wild and illegal cross-country road race. However, the eccentric entrants will do anything to win the road race, including low-down, dirty tricks.",,,,,,,,,0.85,0.7,0.0,0.05,0.0,0.9,0.1,0.6,0.0,0.2,0.15,0.4,0.0,1.0,0.05,0.0,0.0,0.1,0.2,0.1,0.0,0.15,0.3,0.0,0.6,0.25,0.0,0.0,0.0,0.0,0.0,0.0
An American Crime,2007,1h 38m,R,7.2,38K,s.,,,,,,,,,0.05,0.0,0.0,0.1,0.2,0.0,0.95,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.2,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
The Giver,2014,1h 37m,G,6.4,127K,"1h 37m
PG-13
6.4
 (127K)
Rate
47
Metascore
In a seemingly perfect community without war, pain, suffering, differences or choices, a young boy is chosen to learn from an elderly man, the true pain and pleasure of the ""real"" world.",,,,,,,,,0.05,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.7,0.4,0.95,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Roma,2018,2h 15m,R,7.7,172K,s.,,,,,,,,,0.01,0.05,0.0,0.85,0.15,0.02,0.03,0.0,0.7,0.95,0.1,0.05,0.0,0.9,0.1,0.0,0.0,0.1,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.0
Fred Claus,2007,1h 56m,PG,5.7,48K,"1h 56m
PG
5.7
 (48K)
Rate
42
Metascore
Fred Claus, Santa's bitter older brother, is forced to move to the North Pole to help Santa and the elves prepare for Christmas in exchange for cash.",,,,,,,,,0.05,0.1,0.0,0.0,0.0,0.85,0.0,0.7,0.0,0.5,0.0,0.9,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Mortal Instruments: City of Bones,2013,2h 10m,PG,5.8,140K,"2h 10m
PG-13
5.8
 (140K)
Rate
33
Metascore
When her mother disappears, Clary Fray learns that she descends from a line of warriors who protect our world from demons. She joins forces with others like her and heads into a dangerous alternate New York called the Shadow World.",,,,,,,,,0.6,0.75,0.0,0.1,0.0,0.15,0.05,0.0,0.0,0.5,0.1,0.3,0.95,0.98,0.0,0.0,0.1,0.15,0.0,0.65,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
The Wasp,2024,1h 36m,R,5.9,,"1h 36m
R
5.9
 (2.5K)
Rate
69
Metascore
Follows Heather and Carla, who meet after having not spoken in years. Heather is about to present a very unexpected proposition that could change their lives forever.",,,,,,,,,0.2,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Kingpin,1996,1h 54m,PG,6.9,93K,"1h 54m
PG-13
6.9
 (93K)
Rate
43
Metascore
A star bowler whose career was prematurely ""cut off"" hopes to ride a new prodigy to success and riches.",,,,,,,,,0.85,0.0,0.0,0.1,0.2,0.7,0.95,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.15,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.8,0.0,0.0,0.0
Memory,2022,1h 54m,R,5.7,38K,"1h 54m
R
5.7
 (38K)
Rate
41
Metascore
An assassin-for-hire finds that he's become a target after he refuses to complete a job for a dangerous criminal organization.",,,,,,,,,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.85,0.7,0.0,0.0,0.0,0.85,0.3,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0
Moonstruck,1987,1h 42m,PG,7.2,71K,"1h 42m
PG
7.2
 (71K)
Rate
83
Metascore
Loretta Castorini, a bookkeeper from Brooklyn, New York, finds herself in a difficult situation when she falls for the brother of the man she has agreed to marry.",,,,,,,,,0.05,0.0,0.0,0.1,0.0,0.85,0.0,0.2,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0
Singin' in the Rain,1952,1h 43m,R,8.3,267K,s Hollywood.,,,,,,,,,0.05,0.1,0.0,0.2,0.05,0.9,0.0,0.15,0.0,0.3,0.05,0.6,0.0,1.0,0.1,0.15,0.0,0.95,0.98,0.05,0.0,0.4,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scary Movie V,2013,1h 26m,PG,3.5,79K,"1h 26m
PG-13
3.5
 (79K)
Rate
11
Metascore
A couple begin to experience some unusual activity after bringing their lost nieces and nephew home. With the help of home-surveillance cameras, they learn they're being stalked by a nefarious demon.",,,,,,,,,0.1,0.05,0.0,0.0,0.0,0.95,0.05,0.9,0.0,0.1,0.0,0.2,0.05,1.0,0.0,0.0,0.8,0.1,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.15,0.05
Twin Peaks: Fire Walk with Me,1992,2h 14m,R,7.3,108K,"2h 14m
R
7.3
 (108K)
Rate
45
Metascore
Laura Palmer's harrowing final days are chronicled one year after the murder of Teresa Banks, a resident of Twin Peaks' neighboring town.",,,,,,,,,0.1,0.05,0.0,0.2,0.75,0.05,0.6,0.0,0.0,0.9,0.0,0.0,0.0,0.95,0.0,0.0,0.8,0.15,0.0,0.95,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.05,0.0,0.0
Freaky Friday,2003,1h 37m,PG,6.3,157K,"1h 37m
PG
6.3
 (157K)
Rate
70
Metascore
Tess and her daughter, Anna, do not get along. However, things take a turn when, in a freak incident, they switch bodies and are forced to live each other's lives.",,,,,,,,,0.05,0.05,0.0,0.0,0.0,0.85,0.0,0.2,0.0,0.55,0.0,0.9,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.4,0.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Ocean's Thirteen,2007,2h 2m,PG,6.9,373K,"2h 2m
PG-13
6.9
 (373K)
Rate
62
Metascore
Danny Ocean rounds up the boys for a third heist after casino owner Willy Bank double-crosses one of the original eleven, Reuben Tishkoff.",,,,,,,,,0.7,0.2,0.0,0.05,0.0,0.85,0.95,0.8,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.75,0.1,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Network,1976,2h 1m,R,8.1,174K,"2h 1m
R
8.1
 (174K)
Rate
83
Metascore
A television network cynically exploits a deranged former anchor's ravings and revelations about mass media for its own profit, but finds that his message may be difficult to control.",,,,,,,,,0.05,0.0,0.0,0.2,0.05,0.1,0.0,0.6,0.0,0.75,0.05,0.0,0.0,1.0,0.1,0.1,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
The Hunger Games: Mockingjay - Part 1,2014,2h 3m,G,6.6,514K,"2h 3m
PG-13
6.6
 (514K)
Rate
64
Metascore
Katniss Everdeen is in District 13 after she shatters the games forever. Under the leadership of President Coin and the advice of her trusted friends, Katniss spreads her wings as she fights to save Peeta and a nation moved by her courage.",,,,,,,,,0.95,0.8,0.0,0.05,0.0,0.05,0.1,0.0,0.0,0.9,0.7,0.2,0.05,0.98,0.15,0.1,0.05,0.1,0.0,0.15,0.0,0.1,0.0,0.1,0.0,0.85,0.25,0.0,0.0,0.0,0.0,0.0
Contagion,2011,1h 46m,PG,6.8,320K,"1h 46m
PG-13
6.8
 (320K)
Rate
70
Metascore
Healthcare professionals, government officials and everyday people find themselves in the midst of a pandemic as the CDC works to find a cure.",,,,,,,,,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.95,0.01,0.0,0.0,1.0,0.0,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Super Troopers,2001,1h 40m,R,7.0,115K,"1h 40m
R
7.0
 (115K)
Rate
48
Metascore
Five Vermont state troopers, avid pranksters with a knack for screwing up, try to save their jobs and out-do the local police department by solving a crime.",,,,,,,,,0.1,0.05,0.0,0.05,0.0,0.95,0.05,0.8,0.0,0.2,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Crimson Peak,2015,1h 59m,R,6.5,161K,"1h 59m
R
6.5
 (161K)
Rate
66
Metascore
In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds - and remembers.",,,,,,,,,0.05,0.1,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.8,0.15,0.0,0.2,1.0,0.1,0.4,0.9,0.05,0.0,0.7,0.1,0.2,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
The Three Musketeers,2011,1h 50m,PG,5.7,113K,"1h 50m
PG-13
5.7
 (113K)
Rate
35
Metascore
The young and confident D'Artagnan, along with three former legendary but now down-on-their-luck Musketeers; unite and defeat a beautiful double agent and her villainous employer from seizing the French throne, and engulfing Europe in war.",,,,,,,,,0.85,0.9,0.0,0.1,0.05,0.6,0.15,0.0,0.0,0.7,0.5,0.75,0.2,0.95,0.8,0.0,0.0,0.1,0.05,0.3,0.0,0.25,0.0,0.0,0.0,0.4,0.05,0.0,0.2,0.85,0.15,0.0
Outbreak,1995,2h 7m,R,6.6,140K,"2h 7m
R
6.6
 (140K)
Rate
64
Metascore
A team of Army doctors struggle to find a cure for the deadly Motaba virus that was transported from Africa to North America by a white-headed Capuchin monkey and is now spreading quickly throughout a small California town.",,,,,,,,,0.6,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.7,0.15,0.05,0.0,0.95,0.0,0.0,0.3,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.4
War for the Planet of the Apes,2017,2h 20m,PG,7.4,309K,"2h 20m
PG-13
7.4
 (309K)
Rate
82
Metascore
After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind.",,,,,,,,,0.95,0.92,0.0,0.1,0.0,0.01,0.0,0.0,0.0,0.85,0.7,0.2,0.0,0.99,0.0,0.0,0.15,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.75,0.2,0.0,0.0,0.0,0.0,0.98
Monsters University,2013,1h 44m,G,7.2,401K,"1h 44m
G
7.2
 (401K)
Rate
65
Metascore
A look at the relationship between Mike Wazowski and James P. ""Sully"" Sullivan during their days at Monsters University, when they weren't necessarily the best of friends.",,,,,,,,,0.01,0.2,0.95,0.1,0.0,0.8,0.0,0.65,0.0,0.4,0.05,0.9,0.15,0.95,0.0,0.0,0.05,0.15,0.2,0.1,0.0,0.05,0.15,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
The Christmas Chronicles: Part Two,2020,1h 52m,PG,6.0,36K,"1h 52m
PG
6.0
 (36K)
Rate
51
Metascore
Kate Pierce, now a cynical teen, is unexpectedly reunited with Santa Claus when a mysterious troublemaker threatens to cancel Christmas--forever.",,,,,,,,,0.2,0.75,0.0,0.05,0.0,0.6,0.0,0.1,0.0,0.25,0.05,0.95,0.4,1.0,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.15,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.2,0.0
Endless Love,1981,1h 56m,R,4.9,,"1h 56m
R
4.9
 (9.9K)
Rate
30
Metascore
Parental disapproval of a passionate romance between teenagers Jade Butterfield and David Axelrod leads to arguments, circumstance, insanity and tragedy.",,,,,,,,,0.05,0.01,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.95,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
It Comes at Night,2017,1h 31m,R,6.1,106K,"1h 31m
R
6.1
 (106K)
Rate
78
Metascore
Secure within a desolate home as an unnatural threat terrorizes the world, a man has established a tenuous domestic order with his wife and son. Then a desperate young family arrives seeking refuge.",,,,,,,,,0.05,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.1,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Space Jam,1996,1h 28m,PG,6.5,219K,"1h 28m
PG
6.5
 (219K)
Rate
57
Metascore
In a desperate attempt to win a basketball match and earn their freedom, the Looney Tunes seek the aid of retired basketball champion, Michael Jordan.",,,,,,,,,0.6,0.4,0.95,0.1,0.05,0.8,0.0,0.2,0.0,0.2,0.15,0.9,0.7,1.0,0.0,0.0,0.0,0.4,0.6,0.1,0.0,0.05,0.1,0.85,0.75,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Anchorman 2: The Legend Continues,2013,1h 59m,PG,6.3,195K,"s behind him, Ron Burgundy, San Diego's former top-rated newsreader, returns to take New York City's first twenty-four-hour news channel by storm.",,,,,,,,,0.1,0.05,0.0,0.02,0.15,0.9,0.05,0.85,0.0,0.2,0.01,0.25,0.02,0.98,0.1,0.1,0.01,0.15,0.1,0.05,0.02,0.1,0.4,0.01,0.05,0.05,0.01,0.0,0.0,0.0,0.0,0.0
Rio Lobo,1970,1h 54m,R,6.7,14K,"1h 54m
G
6.7
 (14K)
Rate
55
Metascore
After the Civil War, Cord McNally searches for the two traitors whose treachery caused the defeat of McNally's unit and the loss of a close friend.",,,,,,,,,0.7,0.65,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.5,0.15,0.4,0.0,0.95,0.1,0.15,0.0,0.1,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.98,0.0,0.0,0.0,0.0
The Girl Who Escaped: The Kara Robinson Story,2023,1h 28m,G,6.2,,"1h 28m
TV-14
6.2
 (4.6K)
Rate
It follows Kara Robinson as she survives an abduction and ultimately brings down a serial killer.",,,,,,,,,0.0,0.0,0.0,0.01,0.95,0.0,0.05,0.0,0.9,0.85,0.0,0.05,0.0,0.0,0.7,0.75,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
The Pledge,2001,2h 4m,R,6.7,70K,"2h 4m
R
6.7
 (70K)
Rate
71
Metascore
A retiring police detective pledges to catch the killer of a young child.",,,,,,,,,0.2,0.05,0.0,0.15,0.0,0.05,0.6,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.7,0.05,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.2,0.0,0.0
Secondhand Lions,2003,1h 49m,PG,7.5,63K,"1h 49m
PG
7.5
 (63K)
Rate
52
Metascore
Fourteen-year-old Walter Caldwell's irresponsible mother Mae sends him to live with his bachelor uncles, Hub and Garth, so that she can go on yet another husband-hunting trip.",,,,,,,,,0.1,0.05,0.0,0.2,0.7,0.15,0.0,0.0,0.0,0.9,0.05,0.1,0.0,1.0,0.75,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.15,0.85,0.0,0.0
Parker,2013,1h 58m,R,6.2,131K,"1h 58m
R
6.2
 (131K)
Rate
42
Metascore
A thief with a unique code of professional ethics is double-crossed by his crew and left for dead. Assuming a new disguise and forming an unlikely alliance with a woman on the inside, he looks to hijack the score of the crew's latest heist.",,,,,,,,,0.85,0.05,0.0,0.1,0.1,0.0,0.95,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0
I'm Thinking of Ending Things,2020,2h 14m,R,6.5,103K,"2h 14m
R
6.5
 (103K)
Rate
78
Metascore
Full of misgivings, a young woman travels with her new boyfriend to his parents' secluded farm. Upon arriving, she comes to question everything she thought she knew about him, and herself.",,,,,,,,,0.0,0.0,0.0,0.75,0.0,0.05,0.0,0.0,0.0,0.95,0.0,0.0,0.1,1.0,0.0,0.0,0.15,0.05,0.0,0.8,0.0,0.2,0.0,0.0,0.0,0.5,0.0,0.0,0.1,0.0,0.0,0.0
Mike and Dave Need Wedding Dates,2016,1h 38m,R,6.0,97K,"1h 38m
R
6.0
 (97K)
Rate
51
Metascore
Two hard-partying brothers place an online ad to find the perfect dates for their sister's Hawaiian wedding. Hoping for a wild getaway, the boys instead find themselves out-hustled by an uncontrollable duo.",,,,,,,,,0.01,0.01,0.0,0.01,0.0,0.95,0.01,0.8,0.0,0.15,0.01,0.1,0.01,1.0,0.01,0.0,0.01,0.05,0.01,0.01,0.01,0.1,0.9,0.01,0.01,0.05,0.01,0.01,0.0,0.0,0.0,0.0
Outlaw King,2018,2h 1m,R,6.9,83K,"2h 1m
R
6.9
 (83K)
Rate
59
Metascore
A true David vs. Goliath story of how the 14th century Scottish 'Outlaw King' Robert the Bruce used cunning and bravery to defeat the much larger and better equipped occupying English army.",,,,,,,,,0.85,0.7,0.0,0.1,0.95,0.15,0.2,0.0,0.0,0.9,0.6,0.1,0.0,0.98,0.95,0.0,0.0,0.15,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.25,0.3,0.2,0.05,0.98,0.0,0.0
Stripes,1981,1h 46m,R,6.8,82K,"1h 46m
R
6.8
 (82K)
Rate
68
Metascore
Two friends who are dissatisfied with their jobs decide to join the army for a bit of fun.",,,,,,,,,0.85,0.6,0.0,0.1,0.05,0.9,0.1,0.8,0.0,0.65,0.05,0.7,0.05,1.0,0.15,0.1,0.0,0.15,0.1,0.1,0.0,0.05,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0
Joy,2015,2h 4m,PG,6.6,148K,"2h 4m
PG-13
6.6
 (148K)
Rate
56
Metascore
Joy is the story of the title character, who rose to become founder and matriarch of a powerful family business dynasty.",,,,,,,,,0.01,0.0,0.0,0.0,0.95,0.2,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.65,0.0,0.0
Silkwood,1983,2h 11m,R,7.1,23K,"2h 11m
R
7.1
 (23K)
Rate
65
Metascore
A worker at a plutonium processing plant is purposefully contaminated, psychologically tortured and possibly murdered to prevent her from exposing worker safety violations at the plant.",,,,,,,,,0.05,0.0,0.0,0.1,0.85,0.0,0.1,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.7,0.8,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Days of Thunder,1990,1h 47m,PG,6.1,98K,"1h 47m
PG-13
6.1
 (98K)
Rate
60
Metascore
A young hot-shot stock car driver gets his chance to compete at the top level.",,,,,,,,,0.85,0.1,0.0,0.05,0.0,0.6,0.0,0.0,0.0,0.7,0.15,0.2,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.25,0.0,0.0,0.95,0.1,0.0,0.0,0.2,0.0,0.3,0.0
Ava,2020,1h 36m,R,5.5,65K,"1h 36m
R
5.5
 (65K)
Rate
39
Metascore
Ava is a deadly assassin who works for a black ops organization, traveling the globe specializing in high profile hits. When a job goes dangerously wrong she is forced to fight for her own survival.",,,,,,,,,0.7,0.0,0.0,0.1,0.2,0.05,0.85,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.15,0.0,0.0,0.0,0.75,0.15,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Hackers,1995,1h 45m,PG,6.2,77K,"1h 45m
PG-13
6.2
 (77K)
Rate
46
Metascore
Teenage hackers discover a criminal conspiracy with plans to use a computer virus that will capsize five oil tankers.",,,,,,,,,0.7,0.1,0.0,0.2,0.05,0.4,0.6,0.3,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.4,0.1,0.0,0.0,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Cinderella Man,2005,2h 24m,PG,8.0,201K,"2h 24m
PG-13
8.0
 (201K)
Rate
69
Metascore
The true story of James J. Braddock, a supposedly washed-up boxer, who returned to the spotlight to win the heavyweight championship of the world.",,,,,,,,,0.2,0.05,0.0,0.1,0.95,0.05,0.0,0.0,0.0,0.9,0.15,0.2,0.0,0.98,0.85,0.0,0.0,0.1,0.0,0.0,0.0,0.25,0.0,0.0,0.98,0.05,0.0,0.0,0.0,0.9,0.0,0.0
